0.0261	0.0587	0.0584	1.6907	0.0783	0.1735	0.021	0.0442	0.3366	0.039	0.0516	0.0282	0.2185	0.0461	0.5217	1.6795	0.0433	0.5406	0.0266	0.0199	0.0141	0.1651	0.0171	0.0157
0.0216	0.0445	0.0517	1.1889	0.0449	0.1155	0.0137	0.1025	0.232	0.0317	0.0541	0.0315	0.1757	0.0332	0.3303	1.1396	0.1216	0.2539	0.0143	0.0122	0.066	0.0508	0.0167	0
0.0465	0.0972	0.1239	0.6086	0.1548	0.3402	0.0412	0.4588	0.9654	0.0855	0.1444	0.0535	0.3617	0.1016	1.2634	3.6298	0.4734	0.7707	0.0699	0.0427	0.0506	0.1196	0.0487	0
0.0407	0.0879	0.1039	3.7647	0.2272	0.3656	0.0218	0.3393	0.6518	0.0378	0.0714	0.0494	0.513	0.1002	1.4714	2.482	0.1094	1.3645	0.0305	0.0248	0.032	0.327	0.2681	0.0036
0.0098	0.0299	0.0314	1.214	0.1147	0.0967	0.0119	0.1411	0.1996	0.0109	0.0664	0.0272	0.1318	0.0374	0.3211	1.1448	0.1891	0.2125	0.011	0.0084	0.0304	0.246	0.0119	0
0.0129	0.0329	0.0428	0.9091	0.0758	0.0721	0	0.2087	0.2505	0.021	0.1316	0.0479	0.1818	0.0357	0.4512	1.1199	0.1482	0.22	0.0135	0.0109	0.0316	0.0944	0.0109	0.0081
0.02	0.033	0.0469	1.982	0.0553	0.2223	0.0326	0.1392	0.2457	0.0548	0.0599	0.0294	0.2056	0.037	0.5178	1.252	0.0673	0.4157	0.0117	0.0182	0.0134	0.1994	0.007	0.0076
0.0095	0.0193	0.0225	0.7969	0.0369	0.0587	0	0.0253	0.0797	0.0097	0.0215	0.0233	0.182	0.0172	0.1577	1.167	0.0541	0.2153	0.0186	0.008	0.0075	0.1978	0.0213	0.0069
0.0242	0.1068	0.0718	2.4764	0.2944	0.2083	0	0.0974	0.3858	0.0197	0.0919	0.0266	0.2327	0.0495	0.5249	1.4277	0.4567	0.286	0.0441	0.0194	0.0307	0.2506	0.0386	0.0084
0.0146	0.032	0.0407	1.5225	0.0417	0.0776	0.0069	0.0383	0.105	0.0124	0.05	0.0174	0.1183	0.0462	0.2392	0.6066	0.0456	0.2682	0.0168	0.0131	0.0164	0.299	0.0125	0.0067
0.019	0.0495	0.0476	2.0835	0.1177	0.1142	0	0.1217	0.3853	0.0171	0.1339	0.0289	0.4192	0.0345	0.6714	1.5013	0.4876	0.3939	0.0311	0.0184	0.0237	0.1667	0.025	0.0109
0.0404	0.1103	0.1327	1.7387	0.0512	0.2222	0.008	0.0701	0.2295	0.0446	0.0563	0.0231	0.1391	0.0648	0.3114	0.6491	0.0388	0.2473	0.014	0.0392	0.0133	0.0495	0.0253	0.0019
0.0692	0.1944	0.1967	10.5084	0.2398	0.5723	0.0735	0.3441	0.8486	0.0565	0.52	0.2229	0.987	0.4101	1.3789	4.7136	0.7485	0.923	0.1279	0.0931	0.1616	0.1085	0.0279	0.0137
0.0076	0.0124	0.021	1.1718	0.0479	0.0441	0.01	0.0188	0.1051	0.012	0.0436	0.0182	0.1087	0.0321	0.205	0.548	0.0484	0.2002	0.0031	0.0112	0.004	0.0456	0.0059	0.0033
0.0293	0.0751	0.0696	2.8098	0.0893	0.2129	0.0211	0.0443	0.4169	0.0521	0.0786	0.0325	0.2287	0.0898	0.6429	1.5675	0.8333	0.5528	0.0639	0.0213	0.0391	0.1088	0.0354	0.0142
0.0351	0.1744	0.1154	2.1197	0.1014	0.2702	0.0212	0.2909	0.1666	0.0347	0.0805	0.0253	0.3556	0.0478	0.6156	2.0423	0.19	0.5245	0.1267	0.045	0.0154	0.1226	0.0358	0.0108
0.0125	0.0348	0.0387	0.7543	0.3117	0.0959	0	0.3618	0.5971	0.0105	0.1596	0.0291	0.1267	0.0758	0.6442	0.7433	0.4751	0.187	0.0333	0.0097	0.0159	0.1657	0.008	0.008
0.0132	0.0156	0.0287	1.397	0.0473	0.0644	0	0.0277	0.1714	0.0294	0.0483	0.028	0.2171	0.058	0.3253	0.5898	0.0755	0.3076	0.0121	0.0092	0.0113	0.194	0.0148	0.0032
0.132	0.4135	0.3038	1.6543	0.0687	0.5577	0.0462	0.2031	0.8693	0.1064	0.2246	0.0566	0.1884	0.0658	0.5708	1.2717	0.7063	0.4397	0.0181	0.155	0.1257	0.0885	0.0083	0.0037
0.0134	0.0354	0.0494	1.3233	0.0533	0.094	0	0.0343	0.1909	0.0415	0.0529	0.0157	0.132	0.0462	0.2639	0.647	0.0391	0.3041	0.0024	0.0227	0.0141	0.191	0.0213	0.004
0.0361	0.0556	0.0813	3.346	0.2222	0.2322	0.0266	0.3122	0.7625	0.0517	0.2585	0.022	0.2969	0.0512	0.7937	2.1956	0.3776	0.6632	0.0465	0.023	0.1165	0.303	0.0162	0.013
0.0224	0.0585	0.0646	1.6165	0.0656	0.1252	0.0322	0.056	0.2644	0.0502	0.0555	0.0347	0.2245	0.0946	0.6853	0.9601	0.0573	0.4854	0.044	0.0286	0.0255	0.2679	0.032	0.0142
0.0224	0.1031	0.0684	2.2684	0.1399	0.1852	0.0074	0.3433	0.3728	0.0383	0.1485	0.0939	1.0401	0.091	1.1501	2.8917	0.395	0.9787	0.046	0.018	0.0655	0.4702	0.0362	0.0188
0.0039	0.0071	0.018	0.3962	0.0363	0.0291	0	0.0135	0.0452	0.0181	0.0116	0.0103	0.0552	0.0255	0.111	0.2509	0.1174	0.1088	0.0087	0.0029	0.006	0.3095	0.0412	0.0054
0.4663	1.0226	0.7945	7.1126	0.3623	1.4972	0.1238	1.1453	2.5307	0.2461	0.6745	0.1886	0.7066	0.2486	2.3879	4.2549	2.0643	1.6066	0.0135	0.4447	0.5105	0.4814	0.0296	0.0233
0.0054	0.0112	0.0197	0.6132	0.0424	0.0361	0	0.0189	0.1492	0.0191	0.0242	0.0066	0.0392	0.027	0.2641	0.2746	0.0692	0.1101	0.0261	0	0.0125	0.2072	0.013	0.0077
0.0153	0.0659	0.0427	1.4134	0.0826	0.1062	0.0145	0.1925	0.2484	0.0198	0.085	0.0231	0.2038	0.0942	0.7988	1.5468	0.2886	0.6658	0.033	0.0131	0.00497	0.001	0.0124	0.0065
0.0234	0.033	0.0556	1.365	0.1921	0.1444	0	0.0395	0.1788	0.0297	0.082	0.0527	0.2585	0.1138	0.6035	1.326	0.2305	0.4375	0.0297	0.017	0.0093	0.2545	0.0124	0.0083
0.0122	0.0246	0.0331	0.8404	0.0277	0.0723	0.0071	0.0253	0.2315	0.0134	0.0573	0.0161	0.0525	0.0245	0.2688	0.3019	0.1507	0.1692	0.083	0.0072	0.0088	0.1246	0.0084	0.0029
0.0282	0.0758	0.0919	1.4449	0.1407	0.1691	0.0208	0.4067	0.4634	0.1444	0.0676	0.0925	0.4751	0.1818	1.1489	2.4063	0.6082	0.8638	0.0396	0.0191	0.0375	0.2583	0.5177	0.0091
0.0245	0.053	0.0716	0.9487	0.0681	0.0967	0.0095	0.0344	0.1229	0.129	0.0542	0.0399	0.037	0.2269	0.2694	0.3534	0.0694	0.0529	0.0287	0.021	0.0131	0.0496	0.0133	0.0131
0.0188	0.0189	0.0207	0.8261	0.0366	0.0634	0.0137	0.0234	0.167	0.0174	0.0632	0.0195	0.1204	0.0361	0.2958	0.6545	0.0537	0.1958	0.0113	0.0043	0.01	0.1583	0.0123	0
0.032	0.0763	0.0773	2.6123	0.116	0.3127	0.0263	0.2119	0.5015	0.0391	0.0706	0.061	0.3094	0.0694	0.767	2.3883	0.424	0.5832	0.0228	0.0255	0.0917	0.1538	0.0769	0.0232
0.015	0.0514	0.0489	2.219	0.0485	0.1551	0.0061	0.0526	0.2019	0.0461	0.0761	0.0314	0.2503	0.0555	0.6285	1.3657	0.1415	0.5021	0.0387	0.0154	0.0144	0.0139	0.0228	0.0052
0.0656	0.1636	0.1444	6.1308	0.9702	0.4379	0.0559	0.2296	1.3856	0.0886	0.3885	0.106	0.7236	0.1237	1.6892	3.8243	0.6336	1.0726	0.1187	0.0597	0.0776	0.3828	0.0529	0.013
0.0077	0.0153	0.0235	0.9693	0.0321	0.0467	0.0086	0.0213	0.1148	0.0179	0.039	0.0153	0.1172	0.0403	0.2019	0.5585	0.0527	0.2366	0.0082	0.0069	0	0.1546	0.0092	0
0.0048	0.0131	0.0161	0.3866	0.0551	0.0375	0	0.0131	0.0443	0.0203	0.0129	0.0083	0.0631	0.0193	0.0865	0.2369	0.0368	0.1226	0.0019	0.0041	0.0103	0.0396	0.0085	0
0.0116	0.0216	0.0386	1.8682	0.0482	0.0928	0.0166	0.029	0.1667	0.0142	0.0566	0.0517	0.2893	0.0812	0.414	1.2433	0.1209	0.5885	0.0164	0.0115	0.0133	0.1387	0.0223	0.0068
0.0079	0.0179	0.0233	1.1386	0.0444	0.0881	0.01	0.0227	0.1491	0.0177	0.0232	0.0109	0.1129	0.072	0.2356	0.5567	0.0812	0.1554	0.0055	0.0074	0.0288	0.107	0.0031	0.0041
0.1693	0.403	0.3525	1.9066	0.1439	0.6299	0.1019	0.5811	0.9566	0.0825	0.4976	0.1447	0.2033	0.0471	0.7491	0.8238	0.0506	0.5327	0.0058	0.1347	0.042	0.0915	0.0117	0.0059
0.0112	0.0267	0.0366	1.0281	0.0444	0.0557	0	0.0219	0.0962	0.0184	0.0467	0.0131	0.0568	0.0282	0.2814	0.4182	0.1051	0.1502	0.003	0.0054	0.0083	0.0823	0.0098	0.0032
0.0083	0.013	0.0159	0.5355	0.0692	0.0314	0	0.0111	0.0632	0.0203	0.0199	0.0207	0.1149	0.016	0.0802	1.6401	0.0664	0.124	0.0062	0.0097	0.006	0.2027	0.0158	0.0053
0.1023	0.2961	0.2274	1.8973	0.1176	0.4314	0.0293	0.2498	0.558	0.0771	0.2013	0.0292	0.1864	0.0433	0.4384	1.1416	0.502	0.2726	0.0104	0.1056	0.0548	0.0359	0.0283	0.0097
0.0524	0.0949	0.1123	3.3681	0.0665	0.5073	0.0149	0.2539	0.1269	0.1066	0.0675	0.0445	0.5015	0.0764	0.8167	2.6146	0.0856	0.8046	0.0238	0.0336	0.0362	0.1398	0.0353	0.0108
0.1646	0.3832	0.3409	7.6449	2.9725	0.5753	0.0943	0.5608	2.5135	0.1609	0.4391	0.1894	0.6216	0.2264	1.5805	4.565	0.9786	1.8822	0.0739	0.076	0.0547	0.8895	0.1065	0.0237
